cui,pretty_name,types,ID,LABEL,source,Count
C0436523,Carotid artery angiogram abnormal,['Finding'],CORONARY ARTERY DISEASE\CAROTID ANGIOGRAM,CORONARY ARTERY DISEASE\CAROTID ANGIOGRAM,Admission,
C5394765,Healed ulcer of right foot,['Pathologic Function'],NON-HEALING RIGHT FOOT ULCER\PERIPHERAL ANGIOGRAM,NON-HEALING RIGHT FOOT ULCER\PERIPHERAL ANGIOGRAM,Admission,
C4544036,Multiple tracheobronchial mucus plugs,['Disease or Syndrome'],MUCUS PLUGGING,MUCUS PLUGGING,Admission,
C0750971,Cerebral Contusion,['Injury or Poisoning'],S/P CEREBRAL CONTUSION,S/P CEREBRAL CONTUSION,Admission,
C0035439,Rheumatic Heart Disease,['Disease or Syndrome'],RHEUMATIC HEART DISEASE,RHEUMATIC HEART DISEASE,Admission,
C5230186,Cerebral ischemic stroke due to subarachnoid hemorrhage,['Disease or Syndrome'],HEMORRHAGE STROKE,HEMORRHAGE STROKE,Admission,
C0425029,Severe disablement allowance,['Finding'],THORACIC MYEOLOPATHY/SDA,THORACIC MYEOLOPATHY/SDA,Admission,
C0039144,Syringomyelia,['Disease or Syndrome'],SYRINGOMYELIA/SDA,SYRINGOMYELIA/SDA,Admission,
C0004153,Atherosclerosis,['Disease or Syndrome'],ATHEROSCLEROSIS,ATHEROSCLEROSIS,Admission,
C0041582,Ulcer,['Pathologic Function'],ULCER,ULCER,Admission,
C0030193,Pain,['Sign or Symptom'], ABD PAIN, ABD PAIN,Admission,
C0031048,"Pericarditis, Constrictive",['Disease or Syndrome'],CONSTRICTIVE PERICARDITIS\PERICARDIAL STRIPPING/SDA,CONSTRICTIVE PERICARDITIS\PERICARDIAL STRIPPING/SDA,Admission,
C0008033,Pleuritic pain,['Sign or Symptom'],PLEURITIC CHEST PAIN,PLEURITIC CHEST PAIN,Admission,
C0438467,Closed subluxation C4/C5,['Injury or Poisoning'],"C4,C5 FRACTURE","C4,C5 FRACTURE",Admission,
C0004238,Atrial Fibrillation,['Disease or Syndrome'],ATRIAL FIBRILLATION\CATH,ATRIAL FIBRILLATION\CATH,Admission,
C0460058,Sample leaked,['Finding'],ANASTOMATIC LEAK,ANASTOMATIC LEAK,Admission,
C0027498,Nausea and vomiting,['Sign or Symptom'],HYPOXIA/HYPOTENSION/NAUSEA/VOMITING,HYPOXIA/HYPOTENSION/NAUSEA/VOMITING,Admission,
C0026266,Mitral Valve Insufficiency,['Disease or Syndrome'],BOVINE MITRAL VALVE\CATH/SDA,BOVINE MITRAL VALVE\CATH/SDA,Admission,
C0546884,Hypovolemia,['Finding'],HYPOVOLEMIA-HEMOTHORAX,HYPOVOLEMIA-HEMOTHORAX,Admission,
C0333350,Pannus,['Pathologic Function'],PANNUS ULCERS,PANNUS ULCERS,Admission,
C0007282,Carotid Stenosis,['Disease or Syndrome'],CAROTID STENOSIS\CAROTID ANGIO AND STENT,CAROTID STENOSIS\CAROTID ANGIO AND STENT,Admission,
C0393956,Posterior cerebral circulation infarction,['Disease or Syndrome'],RIGHT POST CIRCULATING ARTERY STROKE,RIGHT POST CIRCULATING ARTERY STROKE,Admission,
C0002965,"Angina, Unstable",['Disease or Syndrome'],"UNSTABLE ANGINA,R/O MI","UNSTABLE ANGINA,R/O MI",Admission,
C0432975,Laceration of hand,['Injury or Poisoning'],HAND LACERATION,HAND LACERATION,Admission,
C0575985,Amputated finger (finding),['Finding'],PARTIAL FINGER AMPUTATION,PARTIAL FINGER AMPUTATION,Admission,
C0476273,Respiratory distress,['Sign or Symptom'],CLEANSER INGESTION-RESPIRATORY DISTRESS,CLEANSER INGESTION-RESPIRATORY DISTRESS,Admission,
C0340217,Acquired tracheo-esophageal fistula,['Disease or Syndrome'],TRACHEO-BRONCHEAL MALACEA/SDA,TRACHEO-BRONCHEAL MALACEA/SDA,Admission,
C0560046,Unable to walk (finding),['Finding'],UNABLE TO WALK,UNABLE TO WALK,Admission,
C0030920,Peptic Ulcer,['Disease or Syndrome'],"ANEMIA,PEPTIC ULCER DISEASE","ANEMIA,PEPTIC ULCER DISEASE",Admission,
C5439136,Paroxysmal atrial fibrillation with rapid ventricular response,['Disease or Syndrome'],RAPID ATRIAL FIB,RAPID ATRIAL FIB,Admission,
C2170197,Stenosis of right renal artery,['Disease or Syndrome'],"AAA, RIGHT RENAL ARTERY STENOSIS/SDA","AAA, RIGHT RENAL ARTERY STENOSIS/SDA",Admission,
C0035222,"Respiratory Distress Syndrome, Adult",['Disease or Syndrome'],ARDS COAGULAPATHY,ARDS COAGULAPATHY,Admission,
C0010346,Crohn Disease,['Disease or Syndrome'],CROHN'S /SDA,CROHN'S /SDA,Admission,
C1276061,Acute non-ST segment elevation myocardial infarction (disorder),['Disease or Syndrome'],NON ST ELEVATED MYOCARDIAL INFARCTION,NON ST ELEVATED MYOCARDIAL INFARCTION,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],MYOCARDIAL INFRCTION,MYOCARDIAL INFRCTION,Admission,
C0001957,Alcohol Withdrawal Delirium,['Disease or Syndrome'],"ETOH WITHDRAWAL,DTS","ETOH WITHDRAWAL,DTS",Admission,
C0037580,Soft tissue swelling,['Disease or Syndrome'],SOFT TISSUE LOSS,SOFT TISSUE LOSS,Admission,
C0237284,unresponsive behavior,['Finding'],UNRESPONSIVE/FOUND DOWN/? PNEUMONIA,UNRESPONSIVE/FOUND DOWN/? PNEUMONIA,Admission,
C0263165,Cellulitis of heel,['Disease or Syndrome'],CELLULITIS LEFT HEEL,CELLULITIS LEFT HEEL,Admission,
C0349421,Respiratory arrest preceding cardiac arrest,['Disease or Syndrome'],S/P VF ARREST ,S/P VF ARREST ,Admission,
C0549117,Frontal lobe syndrome,['Disease or Syndrome'],LESION FRONTAL LOBE /SDA,LESION FRONTAL LOBE /SDA,Admission,
C0025160,Megacolon,['Pathologic Function'],MEGACOLON,MEGACOLON,Admission,
C1828252,Blunt injury of thorax,['Injury or Poisoning'],LT HAND FX-BLUNT HEAD INJURY-S/P MVA,LT HAND FX-BLUNT HEAD INJURY-S/P MVA,Admission,
C0265010,Ruptured thoracic aortic aneurysm,['Disease or Syndrome'],AORTIC ANEURYSM\RESECTION ANEURYSM THORACIC/SDA,AORTIC ANEURYSM\RESECTION ANEURYSM THORACIC/SDA,Admission,
C0837143,Dissection of abdominal aorta,['Disease or Syndrome'],DISSECTING ABDOMINAL AORTA ANEURYSM,DISSECTING ABDOMINAL AORTA ANEURYSM,Admission,
C0008031,Chest Pain,['Sign or Symptom'],CHEST PAIN\T,CHEST PAIN\T,Admission,
C0004238,Atrial Fibrillation,['Disease or Syndrome'],AF,AF,Admission,
C0035067,Renal Artery Stenosis,['Disease or Syndrome'],RENAL ARTERY STENOSIS\CATH,RENAL ARTERY STENOSIS\CATH,Admission,
C0235710,Chest discomfort,['Sign or Symptom'],CHEST DISCOMFORT,CHEST DISCOMFORT,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],R/O MYOCARDIAL INFARCTION-SYNCOPE,R/O MYOCARDIAL INFARCTION-SYNCOPE,Admission,
C1260873,Aortic valve disorder,['Disease or Syndrome'],AORTIC VALVE DISORDER\AORTIC VALVE REPLACEMENT POSSIBLE CORONARY ARTERY BYPASS GRAFT /SDA,AORTIC VALVE DISORDER\AORTIC VALVE REPLACEMENT POSSIBLE CORONARY ARTERY BYPASS GRAFT /SDA,Admission,
C0239377,Arm Pain,['Sign or Symptom'],ARM PAIN-NSTEMI,ARM PAIN-NSTEMI,Admission,
C0429670,AV fistula recirculation,['Finding'],AV FISTULA/SDA,AV FISTULA/SDA,Admission,
C0013404,Dyspnea,['Sign or Symptom'],DYSPNEA\CARDIAC CATH,DYSPNEA\CARDIAC CATH,Admission,
C4510957,Dissection of ascending aorta and aortic arch,['Disease or Syndrome'],ASCENDING & DESCENDING AORTA\ ASCENDING AORTIC ARCH W/CABG,ASCENDING & DESCENDING AORTA\ ASCENDING AORTIC ARCH W/CABG,Admission,
C0341257,Perforated diverticulum,['Disease or Syndrome'],PERFORATED DIVERTICULUM,PERFORATED DIVERTICULUM,Admission,
C0577702,Basal pneumonia,['Disease or Syndrome'],R. LOWER LOBE PNEUMONIA,R. LOWER LOBE PNEUMONIA,Admission,
C0020538,Hypertensive disease,['Disease or Syndrome'],HYPERTENSIVE HEMORRHAGE,HYPERTENSIVE HEMORRHAGE,Admission,
C0581942,Bronchoscopy abnormal,['Finding'],BRONCHOSCOPY,BRONCHOSCOPY,Admission,
C0808264,Tidal volume setting,['Finding'],RE-INTUBATION FOR LOW TIDAL VOLUME,RE-INTUBATION FOR LOW TIDAL VOLUME,Admission,
C0585174,Recurrent gastrointestinal bleeding,['Pathologic Function'],GASTROINTESTINAL BLEEDING POST DILITATION,GASTROINTESTINAL BLEEDING POST DILITATION,Admission,
C0026269,Mitral Valve Stenosis,['Disease or Syndrome'],MITRAL STENOSIS\HEPARIN,MITRAL STENOSIS\HEPARIN,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],MYOCARDIAL INFARCTION/CHEST PAIN,MYOCARDIAL INFARCTION/CHEST PAIN,Admission,
C1292173,X^o^rX^o^r blood group phenotype,['Finding'],R/O FOR TIPS,R/O FOR TIPS,Admission,
C0158280,Spinal stenosis in cervical region,['Disease or Syndrome'],CERVICAL STENOSIS,CERVICAL STENOSIS,Admission,
C0557318,Qualifications failed,['Finding'],FAILED FUSION,FAILED FUSION,Admission,
C0160628,Traumatic amputation of thumb,['Injury or Poisoning'],THUMB AMPUTATION,THUMB AMPUTATION,Admission,
C1096063,Drug Resistant Epilepsy,['Disease or Syndrome'],INTRACTABLE EPILEPSY/SDA,INTRACTABLE EPILEPSY/SDA,Admission,
C0011175,Dehydration,['Disease or Syndrome'],"DIARRHEA,DEHYDRATION","DIARRHEA,DEHYDRATION",Admission,
C0035078,Kidney Failure,['Disease or Syndrome'],PNA/RF,PNA/RF,Admission,
C4544955,Post-procedural aortic aneurysm,['Disease or Syndrome'],AORTIC ANEURYSM\BENTALL PROCEDURE/SDA,AORTIC ANEURYSM\BENTALL PROCEDURE/SDA,Admission,
C0436523,Carotid artery angiogram abnormal,['Finding'],CAROTID ARTERY STENOSIS\CAROTID ANGIOGRAM  AND STENT,CAROTID ARTERY STENOSIS\CAROTID ANGIOGRAM  AND STENT,Admission,
C0024081,Ludwig's Angina,['Disease or Syndrome'],LUDWIG ANGINA,LUDWIG ANGINA,Admission,
C1319321,Coronary artery bypass graft occlusion,['Finding'],"CAD,MR\CORONARY ARTERY BYPASS GRAFT","CAD,MR\CORONARY ARTERY BYPASS GRAFT",Admission,
C0020649,Hypotension,['Finding'],"PNEUMONIA,HYPOTENSION","PNEUMONIA,HYPOTENSION",Admission,
C4546278,Sepsis caused by Klebsiella pneumoniae,['Disease or Syndrome'],PNEUMONIA-SEPSIS,PNEUMONIA-SEPSIS,Admission,
C4038735,Failed laparoscopic cholecystectomy,['Finding'],"HYPOTENSION R/O CAD,S/P LAPAROSCOPIC CHOLECYSTECTOMY","HYPOTENSION R/O CAD,S/P LAPAROSCOPIC CHOLECYSTECTOMY",Admission,
C0742078,Mass lesion of brain,['Disease or Syndrome'],BRAIN  MASS,BRAIN  MASS,Admission,
C0015967,Fever,['Sign or Symptom'],FEVER (WITH CENTRAL LINE),FEVER ,Admission,
C0700359,Organophosphate poisoning,['Injury or Poisoning'],ORGANOPHOSPHATE OVERDOSE,ORGANOPHOSPHATE OVERDOSE,Admission,
C0018802,Congestive heart failure,['Disease or Syndrome'],CONGESTIVE HEART FAILURE\MITRAL VALVE REPLACEMENT,CONGESTIVE HEART FAILURE\MITRAL VALVE REPLACEMENT,Admission,
C1319321,Coronary artery bypass graft occlusion,['Finding'],POSSIBLE CORONARY ARTERY BYPASS GRAFT /SDA,POSSIBLE CORONARY ARTERY BYPASS GRAFT /SDA,Admission,
C0417910,Accidentally struck by pedestrian conveyance,['Injury or Poisoning'],PEDESTRIAN STRUCK BU MOTORCYCLE,PEDESTRIAN STRUCK BU MOTORCYCLE,Admission,
C2227979,Aneurysm of left popliteal artery,['Anatomical Abnormality'],LEFT POPLITEAL ANEURYSM/SDA,LEFT POPLITEAL ANEURYSM/SDA,Admission,
C4076339,Recurrent rectal polyp,['Disease or Syndrome'],RECURRENT RECTAL CA/SDA,RECURRENT RECTAL CA/SDA,Admission,
C0027544,Necrotic debris,['Pathologic Function'],NECROTIC BOWEL,NECROTIC BOWEL,Admission,
C5687354,Dislodgement of cardiac pacemaker ventricular lead,['Pathologic Function'],PACEMAKER INSTALLATION\ LEFT VENTRICULAR LEAD PLACEMENT/SDA,PACEMAKER INSTALLATION\ LEFT VENTRICULAR LEAD PLACEMENT/SDA,Admission,
C0004030,Aspergillosis,['Disease or Syndrome'],ASPERGILLOSIS\BRONCHOSCOPY RIGID,ASPERGILLOSIS\BRONCHOSCOPY RIGID,Admission,
C0019080,Hemorrhage,['Pathologic Function'],INTRACANIAL HEMORRHAGE,INTRACANIAL HEMORRHAGE,Admission,
C0025062,Mediastinal Emphysema,['Disease or Syndrome'],TRACHEAL TEAR-MEDIASTINAL EMPHYSEMA,TRACHEAL TEAR-MEDIASTINAL EMPHYSEMA,Admission,
C4081901,Snapping right hip,['Disease or Syndrome'],RIGHT HIP BLEEDING,RIGHT HIP BLEEDING,Admission,
C0428977,Bradycardia,['Finding'],BRADYCARDIA-DYSPNEA,BRADYCARDIA-DYSPNEA,Admission,
C0349790,Exacerbation of asthma,['Finding'],ASTHMA/COPD/EXACERBATION,ASTHMA/COPD/EXACERBATION,Admission,
C0403447,Chronic Kidney Insufficiency,['Disease or Syndrome'],CHRONIC RENAL INSUFFICIENCY\CATH,CHRONIC RENAL INSUFFICIENCY\CATH,Admission,
C0151699,Intracranial Hemorrhage,['Pathologic Function'],S/P FALL-INTRACRANIAL HEMORRHAGE,S/P FALL-INTRACRANIAL HEMORRHAGE,Admission,
C3494969,Gastric outlet obstruction due to gallstone,['Acquired Abnormality'],GASTRIC OUTLET OBSTRUCTION,GASTRIC OUTLET OBSTRUCTION,Admission,
C0856805,Acute paraplegia,['Disease or Syndrome'],ACUTE PARAPLEGIA,ACUTE PARAPLEGIA,Admission,
C0014118,Endocarditis,['Disease or Syndrome'],"ETOH CIRRHOSIS, ENDOCARDITIS","ETOH CIRRHOSIS, ENDOCARDITIS",Admission,
C0018790,Cardiac Arrest,['Disease or Syndrome'],S/P A-SYSTOLIC CARDIAC ARREST,S/P A-SYSTOLIC CARDIAC ARREST,Admission,
C0018802,Congestive heart failure,['Disease or Syndrome'],PNEUMONIA/CONGESTIVE HEART FAILURE,PNEUMONIA/CONGESTIVE HEART FAILURE,Admission,
C0011880,Diabetic Ketoacidosis,['Disease or Syndrome'],"PANCREATITIS,DIABETIC KETO ACIDOSIS","PANCREATITIS,DIABETIC KETO ACIDOSIS",Admission,
C0004604,Back Pain,['Sign or Symptom'],BACK PAIN-DISSECTION,BACK PAIN-DISSECTION,Admission,
C0008031,Chest Pain,['Sign or Symptom'],"CHEST PAIN, R/O MI","CHEST PAIN, R/O MI",Admission,
C0563241,Multiple stab wounds,['Injury or Poisoning'],MULTIPLE STAB WOUNDS,MULTIPLE STAB WOUNDS,Admission,
C0457193,Soft tissue mass,['Anatomical Abnormality'],SOFT TISSUE MASS,SOFT TISSUE MASS,Admission,
C0267528,Colostomy malfunction,['Pathologic Function'],SPHINCTER MALFUNCTION/SDA,SPHINCTER MALFUNCTION/SDA,Admission,
C0078981,Arachnoid Cysts,['Disease or Syndrome'],"S/P FALL,LT FRONTAL HEAD BLEED,SUB ARACHNOID HEMORRHAGE","S/P FALL,LT FRONTAL HEAD BLEED,SUB ARACHNOID HEMORRHAGE",Admission,
C3887631,Colonic Mass,['Finding'],RIGHT COLONIC MASS/SDA,RIGHT COLONIC MASS/SDA,Admission,
C1292173,X^o^rX^o^r blood group phenotype,['Finding'],R/O AAA,R/O AAA,Admission,
C1998334,History of non-Hodgkins lymphoma,['Finding'],HYPONATREMIA-NON-HODGKIN'S LYMPHOMAS,HYPONATREMIA-NON-HODGKIN'S LYMPHOMAS,Admission,
C0438054,H/O: inter-menstrual bleeding,['Finding'],"SUB ARACHNOID HEMORRHAGE,INTER CRANIAL BLEED","SUB ARACHNOID HEMORRHAGE,INTER CRANIAL BLEED",Admission,
C0948268,Hemodynamic instability,['Disease or Syndrome'],HEMODYNAMIC INSTABILITY,HEMODYNAMIC INSTABILITY,Admission,
C0267853,Calculus of gallbladder with cholecystitis,['Disease or Syndrome'],"CHOLELITHIASIS, CHOLECYSTITIS/SDA","CHOLELITHIASIS, CHOLECYSTITIS/SDA",Admission,
C0577702,Basal pneumonia,['Disease or Syndrome'],MULTI LOBE PNEUMONIA,MULTI LOBE PNEUMONIA,Admission,
C0151699,Intracranial Hemorrhage,['Pathologic Function'],"PNEUMOTHORAX,INTRACRANIAL HEMORRHAGE","PNEUMOTHORAX,INTRACRANIAL HEMORRHAGE",Admission,
C0013298,Duodenitis,['Disease or Syndrome'],DUODENITIS,DUODENITIS,Admission,
C4047825,Ischemia of left upper extremity,['Disease or Syndrome'],LEFT BKA ISCHEMIA,LEFT BKA ISCHEMIA,Admission,
C0013922,Embolism,['Pathologic Function'],ATERIAL EMBOLIZATION,ATERIAL EMBOLIZATION,Admission,
C0600327,Toxic Shock Syndrome,['Disease or Syndrome'],TOXIC SHOCK,TOXIC SHOCK,Admission,
C0425029,Severe disablement allowance,['Finding'],LARGOTRACEAL STENOSIS/SDA,LARGOTRACEAL STENOSIS/SDA,Admission,
C0014541,Epiglottitis,['Disease or Syndrome'],R/O EPIGLOTTITIS,R/O EPIGLOTTITIS,Admission,
C0039082,Syndrome,['Disease or Syndrome'],MYELODYSPLATIC SYNDROME,MYELODYSPLATIC SYNDROME,Admission,
C0455542,H/O: pneumonia,['Finding'],R/O MI PNEUMONIA,R/O MI PNEUMONIA,Admission,
C0004245,Atrioventricular Block,['Disease or Syndrome'],AV BLOCK,AV BLOCK,Admission,
C0264730,Cardiac insufficiency following cardiac surgery,['Disease or Syndrome'], CARDIAC CATH, CARDIAC CATH,Admission,
C0581834,Suspected lung cancer,['Finding'],RECURRENT LUNG CANCER/SDA,RECURRENT LUNG CANCER/SDA,Admission,
C1319321,Coronary artery bypass graft occlusion,['Finding'],CAD & AS\CORONARY ARTERY BYPASS GRAFT,CAD & AS\CORONARY ARTERY BYPASS GRAFT,Admission,
C2012851,Open wound of right foot,['Injury or Poisoning'],"OPEN WOUND,RIGHT FOOT","OPEN WOUND,RIGHT FOOT",Admission,
C2937358,Cerebral Hemorrhage,['Pathologic Function'],"ICH, RIB FX'S, PELVIS FX'S","ICH, RIB FX'S, PELVIS FX'S",Admission,
C0020615,Hypoglycemia,['Disease or Syndrome'],CONFUSION-HYPOGLYCEMIA,CONFUSION-HYPOGLYCEMIA,Admission,
C0003504,Aortic Valve Insufficiency,['Disease or Syndrome'],AORTIC REGURGITATION\AORTIC VALVE REPLACEMENT /SDA,AORTIC REGURGITATION\AORTIC VALVE REPLACEMENT /SDA,Admission,
C0264490,Acute respiratory failure,['Disease or Syndrome'],RESPIRATORY FAILURE/ ACUTE RENAL FAILURE,RESPIRATORY FAILURE/ ACUTE RENAL FAILURE,Admission,
C0020649,Hypotension,['Finding'],HYPOTENSION-ANEMIA,HYPOTENSION-ANEMIA,Admission,
C0018802,Congestive heart failure,['Disease or Syndrome'],"CONGESTIVE HEART FAILURE,MITRAL CORD TEAR","CONGESTIVE HEART FAILURE,MITRAL CORD TEAR",Admission,
C0243026,Sepsis,['Disease or Syndrome'], ? SEPSIS, ? SEPSIS,Admission,
C0149726,Lung mass,['Finding'],RIGHT LUNG MASS/SDA,RIGHT LUNG MASS/SDA,Admission,
C0085096,Peripheral Vascular Diseases,['Disease or Syndrome'],PERIPHERAL VASCULAR DISEASE\AA RUNOFFS,PERIPHERAL VASCULAR DISEASE\AA RUNOFFS,Admission,
C0265010,Ruptured thoracic aortic aneurysm,['Disease or Syndrome'],THORACIC AORTIC ANEURYSM\BENTAL PROCEDURE /SDA,THORACIC AORTIC ANEURYSM\BENTAL PROCEDURE /SDA,Admission,
C0160943,Contusion of wrist,['Injury or Poisoning'],"S/P FALL,FRONTAL CONTUSIONS,R RIB/WRIST FX","S/P FALL,FRONTAL CONTUSIONS,R RIB/WRIST FX",Admission,
C0347812,Supracondylar fracture femur,['Injury or Poisoning'],"S/P FALL,RT FEMUR FRACTURE","S/P FALL,RT FEMUR FRACTURE",Admission,
C0556404,Groin injector,['Finding'],GROIN BLEED,GROIN BLEED,Admission,
C0347636,Laceration of spleen,['Injury or Poisoning'],RIB FRACTURES-SPLEEN LACERATION,RIB FRACTURES-SPLEEN LACERATION,Admission,
C3887285,Closed fracture of right shoulder,['Injury or Poisoning'],RIGHT SHOULDER FRACTURE/SDA,RIGHT SHOULDER FRACTURE/SDA,Admission,
C1145670,Respiratory Failure,['Disease or Syndrome'],"RESPIRATORY FAILURE,S/P FALL HIP FRACTURE, SHOULDER FRAXTURE","RESPIRATORY FAILURE,S/P FALL HIP FRACTURE, SHOULDER FRAXTURE",Admission,
C0264730,Cardiac insufficiency following cardiac surgery,['Disease or Syndrome'],+ ETT\CARDIAC CATH,+ ETT\CARDIAC CATH,Admission,
C4047582,Ulcer of right foot,['Disease or Syndrome'],RIGHT FOOT ULCER/SDA,RIGHT FOOT ULCER/SDA,Admission,
C0745138,Hypertensive urgency,['Disease or Syndrome'],HYPERTENSIVE URGENCY-HYPOGLYCEMIA,HYPERTENSIVE URGENCY-HYPOGLYCEMIA,Admission,
C1299434,Significant coronary bypass graft disease,['Disease or Syndrome'],CONGENITAL HEART DISEASE\CORONARY ARTERY BYPASS GRAFT,CONGENITAL HEART DISEASE\CORONARY ARTERY BYPASS GRAFT,Admission,
C2063380,Right ventricular aneurysm,['Disease or Syndrome'], RIGHT VENTRICULAR ANEURYSM, RIGHT VENTRICULAR ANEURYSM,Admission,
C1997241,History of maze procedure for atrial fibrillation,['Finding'], BI-ATRIAL MAZE PROCEDURE, BI-ATRIAL MAZE PROCEDURE,Admission,
C0042510,Ventricular Fibrillation,['Disease or Syndrome'],STATUS POST VENTRICULAR FIBRILLATION ARREST\CARDIAC CATH,STATUS POST VENTRICULAR FIBRILLATION ARREST\CARDIAC CATH,Admission,
C0078981,Arachnoid Cysts,['Disease or Syndrome'],SUB ARACHNOID,SUB ARACHNOID,Admission,
C0427062,Weakness of back,['Finding'],BACK PAIN-WEAKNESS,BACK PAIN-WEAKNESS,Admission,
C0003492,Aortic coarctation,['Congenital Abnormality'],AORTIC STENSIS,AORTIC STENSIS,Admission,
C0009376,Colonic Polyps,['Anatomical Abnormality'],COLON POLYP,COLON POLYP,Admission,
C0040997,Trigeminal Neuralgia,['Disease or Syndrome'],V2 TYPICAL TRIGEMINAL NEURALGIA/SDA,V2 TYPICAL TRIGEMINAL NEURALGIA/SDA,Admission,
C1265812,Intractable ulcer,['Pathologic Function'],INTRACTABLE HEMORRHAGE,INTRACTABLE HEMORRHAGE,Admission,
C0010346,Crohn Disease,['Disease or Syndrome'],CROHN,CROHN,Admission,
C0002895,"Anemia, Sickle Cell",['Disease or Syndrome'],S DISEASE,S DISEASE,Admission,
C0420798,Exercise tolerance test done,['Finding'],POSITIVE EXERCISE TOLERANCE TEST\LEFT HEART CATHETERIZATION,POSITIVE EXERCISE TOLERANCE TEST\LEFT HEART CATHETERIZATION,Admission,
C0237284,unresponsive behavior,['Finding'],SIGNIFICANT PAIN UNRESPONSIVE TO PO MEDICATIONS,SIGNIFICANT PAIN UNRESPONSIVE TO PO MEDICATIONS,Admission,
C0018790,Cardiac Arrest,['Disease or Syndrome'],CARDIAC ARREST\CATHETERIZATION,CARDIAC ARREST\CATHETERIZATION,Admission,
C0730200,Family history of cancer of colon,['Finding'],CANCER OF LEFT COLON/SDA,CANCER OF LEFT COLON/SDA,Admission,
C1318968,Pre-op diagnosis,['Finding'],PRE-OP FOR MVR ON 1/21/02,PRE-OP FOR MVR ON 1/21/02,Admission,
C2919317,Avascular necrosis of bone of hip,['Pathologic Function'],LEFT HIP AVASCULAR NECROSIS/SDA,LEFT HIP AVASCULAR NECROSIS/SDA,Admission,
C0042514,"Tachycardia, Ventricular",['Disease or Syndrome'], VENTRICULAR TACHYCARDIA\EP STUDY/LV MAPPING, VENTRICULAR TACHYCARDIA\EP STUDY/LV MAPPING,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],MYOCARDIAL INFARCTION-RENAL FAILURE-ANEMIA,MYOCARDIAL INFARCTION-RENAL FAILURE-ANEMIA,Admission,
C4074915,Coronary arteriosclerosis following coronary artery bypass graft,['Disease or Syndrome'],"CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR, ? MVR/SDA","CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR, ? MVR/SDA",Admission,
C0155919,Acute pulmonary edema,['Disease or Syndrome'],ACUTE PULMONARY EDEMA/MI\CATH,ACUTE PULMONARY EDEMA/MI\CATH,Admission,
C0235885,Hypoplasia of endometrium,['Disease or Syndrome'],"RECURRENT PMB, ENDOMETRIAL HYPOPLASIA/SDA","RECURRENT PMB, ENDOMETRIAL HYPOPLASIA/SDA",Admission,
C1301049,Endocrine pancreas tumor finding,['Finding'],NARROW ENDOCRINE TUMOR OF PANCREAS/SDA,NARROW ENDOCRINE TUMOR OF PANCREAS/SDA,Admission,
C1456868,Diabetic foot ulcer,['Disease or Syndrome'],RIGHT FOOT ULCER-CELLULITIS-DIABETES,RIGHT FOOT ULCER-CELLULITIS-DIABETES,Admission,
C2732870,Arteriovenous fistula of right upper extremity,['Anatomical Abnormality'],CLOTTED RIGHT UPPER EXTREMITY AV FISTULA,CLOTTED RIGHT UPPER EXTREMITY AV FISTULA,Admission,
C0040583,Tracheal Stenosis,['Disease or Syndrome'],TRACHEAL STENOSIS/AIRWAY OBSTRUCTION,TRACHEAL STENOSIS/AIRWAY OBSTRUCTION,Admission,
C4041365,History of atrial myxoma,['Finding'],AORTIC  MASS\ ATRIAL MYXOMA REMOVAL,AORTIC  MASS\ ATRIAL MYXOMA REMOVAL,Admission,
C4047388,Periaortic mass,['Finding'], EXCISION AORTIC MASS/SDA, EXCISION AORTIC MASS/SDA,Admission,
C0032302,Mycoplasma pneumonia,['Disease or Syndrome'],PNEUMONIA-COPD,PNEUMONIA-COPD,Admission,
C0018802,Congestive heart failure,['Disease or Syndrome'],CONGESTIVE HEART FAILURE\TEE,CONGESTIVE HEART FAILURE\TEE,Admission,
C4751399,Bilateral swelling of upper limbs,['Finding'],RT UPPER EXTREMITY SWELLING,RT UPPER EXTREMITY SWELLING,Admission,
C1960728,Pain provoked by rest,['Sign or Symptom'],ARTHEROSCLEROSIS REST PAIN/SDA,ARTHEROSCLEROSIS REST PAIN/SDA,Admission,
C0020649,Hypotension,['Finding'],"ABDOMINAL TRAUMA,HYPOTENSION","ABDOMINAL TRAUMA,HYPOTENSION",Admission,
C0421207,Airways obstruction reversible,['Finding'],BILATERAL AIRWAY OBSTRUCTION,BILATERAL AIRWAY OBSTRUCTION,Admission,
C0043252,Gunshot wound,['Injury or Poisoning'],GUNSHOT WOUND,GUNSHOT WOUND,Admission,
C0003504,Aortic Valve Insufficiency,['Disease or Syndrome'],AORTIC VALVE INSUFFICIENCY\AORTIC VALVE REPLACEMENT REDO  BENTAL PROCEDURE /SDA,AORTIC VALVE INSUFFICIENCY\AORTIC VALVE REPLACEMENT REDO  BENTAL PROCEDURE /SDA,Admission,
C1303258,Acute ST segment elevation myocardial infarction (disorder),['Disease or Syndrome'],ST ELLEVATION MYOCARDIAL INFARCTION,ST ELLEVATION MYOCARDIAL INFARCTION,Admission,
